rankid,rank,song,artist,year
"505","5","War","Edwin Starr","1970"
"506","6","Ain't No Mountain High Enough","Diana Ross","1970"
"507","7","I'll Be There","The Jackson 5","1970"
"508","8","Get Ready","Rare Earth","1970"
"509","9","Let It Be","The Beatles","1970"
"510","10","Band of Gold","Freda Payne","1970"
"511","11","Mama Told Me (Not to Come)","Three Dog Night","1970"
"512","12","Everything Is Beautiful","Ray Stevens","1970"
"513","13","Make It with You","Bread","1970"
"514","14","Hitchin' a Ride","Vanity Fare","1970"
"515","15","ABC","The Jackson 5","1970"
"516","16","The Love You Save","The Jackson 5","1970"
"517","17","Cracklin' Rosie","Neil Diamond","1970"
"518","18","Candida","Dawn","1970"
"519","19","Thank You (Falettinme Be Mice Elf Agin)","Sly & the Family Stone","1970"
"520","20","Spill the Wine","Eric Burdon & War","1970"
"521","21","O-o-h Child","Five Stairsteps","1970"
"522","22","Spirit in the Sky","Norman Greenbaum","1970"
"523","23","Lay Down (Candles in the Rain)","Melanie","1970"
"524","24","Ball of Confusion (That's What the World Is Today)","The Temptations","1970"
"525","25","Love on a Two-Way Street","The Moments","1970"
"526","26","Which Way You Goin' Billy?","The Poppy Family","1970"
"527","27","All Right Now","Free","1970"
"528","28","I Want You Back","The Jackson 5","1970"
"529","29","Julie, Do Ya Love Me","Bobby Sherman","1970"
"530","30","Green-Eyed Lady","Sugarloaf","1970"
"531","31","Signed, Sealed, Delivered I'm Yours","Stevie Wonder","1970"
"532","32","Ride Captain Ride","Blues Image","1970"
"533","33","Venus","Shocking Blue","1970"
"534","34","Instant Karma!","John Lennon","1970"
"535","35","Patches","Clarence Carter","1970"
"536","36","Lookin' out My Back Door","Creedence Clearwater Revival","1970"
"537","37","Rainy Night in Georgia","Brook Benton","1970"
"538","38","Something's Burning","Kenny Rogers & The First Edition","1970"
"539","39","Give Me Just a Little More Time","Chairmen of the Board","1970"
"540","40","Love Grows (Where My Rosemary Goes)","Edison Lighthouse","1970"
"541","41","The Long and Winding Road","The Beatles","1970"
"542","42","Snowbird","Anne Murray","1970"
"543","43","Reflections of My Life","Marmalade","1970"
"544","44","Hey There Lonely Girl","Eddie Holman","1970"
"545","45","The Rapper","The Jaggerz","1970"
"546","46","He Ain't Heavy, He's My Brother","The Hollies","1970"
"547","47","Tighter, Tighter","Alive N Kickin'","1970"
"548","48","Come and Get It","Badfinger","1970"
"549","49","Cecilia","Simon & Garfunkel","1970"
"550","50","Love Land","Charles Wright & the Watts 103rd Street Rhythm Band","1970"
"551","51","Turn Back the Hands of Time","Tyrone Davis","1970"
"552","52","Lola","The Kinks","1970"
"553","53","In the Summertime","Mungo Jerry","1970"
"554","54","Indiana Wants Me","R. Dean Taylor","1970"
"555","55","(I Know) I'm Losing You","Rare Earth","1970"
"556","56","Easy Come, Easy Go","Bobby Sherman","1970"
"557","57","Express Yourself","Charles Wright & the Watts 103rd Street Rhythm Band","1970"
"558","58","Still Water (Love)","The Four Tops","1970"
"559","59","Make Me Smile","Chicago","1970"
"560","60","The House of the Rising Sun","Frijid Pink","1970"
"561","61","25 or 6 to 4","Chicago","1970"
"562","62","My Baby Loves Lovin'","White Plains","1970"
"563","63","Love or Let Me Be Lonely","The Friends of Distinction","1970"
"564","64","United We Stand","The Brotherhood of Man","1970"
"565","65","We've Only Just Begun","The Carpenters","1970"
"566","66","Arizona","Mark Lindsay","1970"
"567","67","Fire and Rain","James Taylor","1970"
"568","68","Groovy Situation","Gene Chandler","1970"
"569","69","Evil Ways","Santana","1970"
"570","70","No Time","The Guess Who","1970"
"571","71","Didn't I (Blow Your Mind This Time)","The Delfonics","1970"
"572","72","The Wonder of You","Elvis Presley","1970"
"573","73","Up Around the Bend","Creedence Clearwater Revival","1970"
"574","74","(If You Let Me Make Love To You Then) Why Can't I Touch You?","Ronnie Dyson","1970"
"575","75","I Just Can't Help Believing","B.J. Thomas","1970"
"576","76","It's a Shame","The Spinners","1970"
"577","77","For the Love of Him","Bobbi Martin","1970"
"578","78","Mississippi Queen","Mountain","1970"
"579","79","I Want to Take You Higher","Ike & Tina Turner","1970"
"580","80","The Letter","Joe Cocker","1970"
"581","81","Ma Belle Amie","Tee Set","1970"
"582","82","The Bells","The Originals","1970"
"583","83","Yellow River","Christie","1970"
"584","84","Somebody's Been Sleeping","100 Proof (Aged in Soul)","1970"
"585","85","Vehicle","The Ides of March","1970"
"586","86","Gimme Dat Ding","The Pipkins","1970"
"587","87","Lay a Little Lovin' on Me","Robin McNamara","1970"
"588","88","Up the Ladder to the Roof","The Supremes","1970"
"589","89","Travelin' Band","Creedence Clearwater Revival","1970"
"590","90","Come Saturday Morning","The Sandpipers","1970"
"591","91","Psychedelic Shack","The Temptations","1970"
"592","92","Without Love (There Is Nothing)","Tom Jones","1970"
"593","93","Are You Ready?","Pacific Gas & Electric","1970"
"594","94","Woodstock","Crosby, Stills, Nash & Young","1970"
"595","95","I'll Never Fall in Love Again","Dionne Warwick","1970"
"596","96","Look What They've Done to My Song Ma","The New Seekers","1970"
"597","97","Walk A Mile In My Shoes","Joe South","1970"
"598","98","The Thrill Is Gone","B.B. King","1970"
"599","99","It's Only Make Believe","Glen Campbell","1970"
"600","100","Call Me","Aretha Franklin","1970"
"601","1","Joy to the World","Three Dog Night","1971"
"602","2","Maggie May","Rod Stewart","1971"
"603","3","It's Too Late / I Feel the Earth Move","Carole King","1971"
"604","4","One Bad Apple","The Osmonds","1971"
"605","5","How Can You Mend a Broken Heart","Bee Gees","1971"
"606","6","Indian Reservation (The Lament of the Cherokee Reservation Indian)","Paul Revere & the Raiders","1971"
"607","7","Go Away Little Girl","Donny Osmond","1971"
"608","8","Take Me Home, Country Roads","John Denver","1971"
"609","9","Just My Imagination (Running Away with Me)","The Temptations","1971"
"610","10","Knock Three Times","Tony Orlando and Dawn","1971"
"611","11","Me and Bobby McGee","Janis Joplin","1971"
"612","12","Tired of Being Alone","Al Green","1971"
"613","13","Want Ads","Honey Cone","1971"
"614","14","Smiling Faces Sometimes","The Undisputed Truth","1971"
"615","15","Treat Her Like a Lady","Cornelius Brothers & Sister Rose","1971"
"616","16","You've Got a Friend","James Taylor","1971"
"617","17","Mr. Big Stuff","Jean Knight","1971"
"618","18","Brown Sugar","The Rolling Stones","1971"
"619","19","Do You Know What I Mean","Lee Michaels","1971"
"620","20","The Night They Drove Old Dixie Down","Joan Baez","1971"
"621","21","What's Going On","Marvin Gaye","1971"
"622","22","Uncle Albert/Admiral Halsey","Paul & Linda McCartney","1971"
"623","23","Ain't No Sunshine","Bill Withers","1971"
"624","24","Signs","Five Man Electrical Band","1971"
"625","25","She's a Lady","Tom Jones","1971"
"626","26","Superstar","Murray Head & The Trinidad Singers","1971"
"627","27","I've Found Someone of My Own","The Free Movement","1971"
"628","28","Amos Moses","Jerry Reed","1971"
"629","29","Temptation Eyes","The Grass Roots","1971"
"630","30","Superstar","The Carpenters","1971"
"631","31","My Sweet Lord","George Harrison","1971"
"632","32","Sweet and Innocent","Donny Osmond","1971"
"633","33","Put Your Hand in the Hand","Ocean","1971"
"634","34","Chick-A-Boom (Don't Ya Jes' Love It)","Daddy Dewdrop","1971"
"635","35","For All We Know","The Carpenters","1971"
"636","36","Help Me Make It Through the Night","Sammi Smith","1971"
"637","37","Rainy Days and Mondays","The Carpenters","1971"
"638","38","If You Could Read My Mind","Gordon Lightfoot","1971"
"639","39","Gypsys, Tramps & Thieves","Cher","1971"
"640","40","Never Can Say Goodbye","The Jackson 5","1971"
"641","41","Rose Garden","Lynn Anderson","1971"
"642","42","Don't Pull Your Love","Hamilton, Joe Frank & Reynolds","1971"
"643","43","It Don't Come Easy","Ringo Starr","1971"
"644","44","Mr. Bojangles","Nitty Gritty Dirt Band","1971"
"645","45","I Love You for All Seasons","The Fuzz","1971"
"646","46","Whatcha See is Whatcha Get","The Dramatics","1971"
"647","47","That's the Way I've Always Heard It Should Be","Carly Simon","1971"
"648","48","If You Really Love Me","Stevie Wonder","1971"
"649","49","Spanish Harlem","Aretha Franklin","1971"
"650","50","I Don't Know How to Love Him","Helen Reddy","1971"
"651","51","Yo-Yo","The Osmonds","1971"
"652","52","Bridge over Troubled Water","Aretha Franklin","1971"
"653","53","Doesn't Somebody Want to Be Wanted","The Partridge Family","1971"
"654","54","Draggin' the Line","Tommy James","1971"
"655","55","Proud Mary","Ike & Tina Turner","1971"
"656","56","Beginnings / Colour My World","Chicago","1971"
"657","57","Stay Awhile","The Bells","1971"
"658","58","Sweet City Woman","The Stampeders","1971"
"659","59","Me and You and a Dog Named Boo","Lobo","1971"
"660","60","Another Day / Oh Woman, Oh Why","Paul McCartney","1971"
"661","61","If","Bread","1971"
"662","62","Mercy Mercy Me (The Ecology)","Marvin Gaye","1971"
"663","63","One Toke Over the Line","Brewer & Shipley","1971"
"664","64","She's Not Just Another Woman","8th Day","1971"
"665","65","Bring the Boys Home","Freda Payne","1971"
"666","66","I Just Want to Celebrate","Rare Earth","1971"
"667","67","Never Ending Song of Love","Delaney & Bonnie & Friends","1971"
"668","68","Easy Loving","Freddie Hart","1971"
"669","69","Liar","Three Dog Night","1971"
"670","70","Stick-Up","Honey Cone","1971"
"671","71","Chirpy Chirpy Cheep Cheep","Mac and Katie Kissoon","1971"
"672","72","(Where Do I Begin?) Love Story","Andy Williams","1971"
"673","73","Wild World","Cat Stevens","1971"
"674","74","When You're Hot, You're Hot","Jerry Reed","1971"
"675","75","Funky Nassau","The Beginning of the End","1971"
"676","76","If Not for You","Olivia Newton-John","1971"
"677","77","Groove Me","King Floyd","1971"
"678","78","Watching Scotty Grow","Bobby Goldsboro","1971"
"679","79","Woodstock","Matthews Southern Comfort","1971"
"680","80","Amazing Grace","Judy Collins","1971"
"681","81","I Hear You Knocking","Dave Edmunds","1971"
"682","82","Lonely Days","Bee Gees","1971"
"683","83","Here Comes That Rainy Day Feeling Again","The Fortunes","1971"
"684","84","Won't Get Fooled Again","The Who","1971"
"685","85","Trapped By a Thing Called Love","Denise LaSalle","1971"
"686","86","Mama's Pearl","The Jackson 5","1971"
"687","87","Timothy","The Buoys","1971"
"688","88","I Woke Up In Love This Morning","The Partridge Family","1971"
"689","89","Theme from Shaft","Isaac Hayes","1971"
"690","90","If I Were Your Woman","Gladys Knight & the Pips","1971"
"691","91","I Am...I Said","Neil Diamond","1971"
"692","92","The Wedding Song (There Is Love)","Paul Stookey","1971"
"693","93","Don't Knock My Love","Wilson Pickett","1971"
"694","94","Love Her Madly","The Doors","1971"
"695","95","Here Comes the Sun","Richie Havens","1971"
"696","96","Sweet Mary","Wadsworth Mansion","1971"
"697","97","Right on the Tip of My Tongue","Brenda & the Tabulations","1971"
"698","98","One Less Bell to Answer","The 5th Dimension","1971"
"699","99","Riders on the Storm","The Doors","1971"
"700","100","Somos Novios (It's Impossible)","Perry Como","1971"
"701","1","The First Time Ever I Saw Your Face","Roberta Flack","1972"
"702","2","Alone Again (Naturally)","Gilbert O'Sullivan","1972"
"703","3","American Pie","Don McLean","1972"
"704","4","Without You","Harry Nilsson","1972"
"705","5","The Candy Man","Sammy Davis Jr.","1972"
"706","6","I Gotcha","Joe Tex","1972"
"707","7","Lean on Me","Bill Withers","1972"
"708","8","Baby, Don't Get Hooked on Me","Mac Davis","1972"
"709","9","Brand New Key","Melanie","1972"
"710","10","Daddy Don't You Walk So Fast","Wayne Newton","1972"
"711","11","Let's Stay Together","Al Green","1972"
"712","12","Brandy (You're a Fine Girl)","Looking Glass","1972"
"713","13","Oh Girl","The Chi-Lites","1972"
"714","14","Nice to Be with You","Gallery","1972"
"715","15","My Ding-a-Ling","Chuck Berry","1972"
"716","16","(If Loving You Is Wrong) I Don't Want to Be Right","Luther Ingram","1972"
"717","17","Heart of Gold","Neil Young","1972"
"718","18","Betcha by Golly, Wow","The Stylistics","1972"
"719","19","I'll Take You There","The Staple Singers","1972"
"720","20","Ben","Michael Jackson","1972"
"721","21","The Lion Sleeps Tonight","Robert John","1972"
"722","22","Outa-Space","Billy Preston","1972"
"723","23","Slippin' into Darkness","War","1972"
"724","24","Long Cool Woman in a Black Dress","The Hollies","1972"
"725","25","How Do You Do","Mouth & MacNeal","1972"
"727","27","A Horse with No Name","America","1972"
"728","28","Popcorn","Hot Butter","1972"
"729","29","Everybody Plays the Fool","The Main Ingredient","1972"
"730","30","Precious and Few","Climax","1972"
"731","31","(Last Night) I Didn't Get to Sleep at All","The 5th Dimension","1972"
"732","32","Nights in White Satin","The Moody Blues","1972"
"733","33","Go All the Way","Raspberries","1972"
"734","34","Too Late to Turn Back Now","Cornelius Brothers & Sister Rose","1972"
"735","35","Back Stabbers","The O'Jays","1972"
"736","36","Down by the Lazy River","The Osmonds","1972"
"737","37","Sunshine","Jonathan Edwards","1972"
"738","38","Starting All Over Again","Mel and Tim","1972"
"739","39","Day After Day","Badfinger","1972"
"740","40","Rocket Man","Elton John","1972"
"741","41","Rockin' Robin","Michael Jackson","1972"
"742","42","Beautiful Sunday","Daniel Boone","1972"
"743","43","Scorpio","Dennis Coffey","1972"
"744","44","Morning Has Broken","Cat Stevens","1972"
"745","45","City of New Orleans","Arlo Guthrie","1972"
"746","46","Garden Party","Ricky Nelson","1972"
"747","47","I Can See Clearly Now","Johnny Nash","1972"
"748","48","Burning Love","Elvis Presley","1972"
"749","49","Clean Up Woman","Betty Wright","1972"
"750","50","Hold Your Head Up","Argent","1972"
"751","51","Jungle Fever","The Chakachas","1972"
"752","52","Everything I Own","Bread","1972"
"753","53","In the Rain","The Dramatics","1972"
"754","54","Look What You Done for Me","Al Green","1972"
"755","55","The Happiest Girl in the Whole U.S.A.","Donna Fargo","1972"
"756","56","Get It On","T. Rex","1972"
"757","57","Mother and Child Reunion","Paul Simon","1972"
"758","58","Where Is the Love","Roberta Flack & Donny Hathaway","1972"
"759","59","I'm Still in Love with You","Al Green","1972"
"760","60","Layla","Derek and the Dominos","1972"
"761","61","Day Dreaming","Aretha Franklin","1972"
"762","62","The Way of Love","Cher","1972"
"763","63","Black and White","Three Dog Night","1972"
"764","64","Sylvia's Mother","Dr. Hook & The Medicine Show","1972"
"765","65","Hurting Each Other","The Carpenters","1972"
"766","66","Coconut","Harry Nilsson","1972"
"767","67","Puppy Love","Donny Osmond","1972"
"768","68","You Don't Mess Around with Jim","Jim Croce","1972"
"769","69","Hot Rod Lincoln","Commander Cody and His Lost Planet Airmen","1972"
"770","70","A Cowboy's Work Is Never Done","Sonny & Cher","1972"
"771","71","Joy","Apollo 100","1972"
"772","72","Anticipation","Carly Simon","1972"
"773","73","Never Been to Spain","Three Dog Night","1972"
"774","74","Kiss an Angel Good Mornin'","Charley Pride","1972"
"775","75","School's Out","Alice Cooper","1972"
"776","76","Saturday in the Park","Chicago","1972"
"777","77","Drowning in the Sea of Love","Joe Simon","1972"
"778","78","Use Me","Bill Withers","1972"
"779","79","Family Affair","Sly & the Family Stone","1972"
"780","80","Troglodyte (Cave Man)","The Jimmy Castor Bunch","1972"
"781","81","The Witch Queen of New Orleans","Redbone","1972"
"782","82","Freddie's Dead","Curtis Mayfield","1972"
"783","83","Power of Love","Joe Simon","1972"
"784","84","Ain't Understanding Mellow","Jerry Butler & Brenda Lee Eager","1972"
"785","85","Taxi","Harry Chapin","1972"
"786","86","Don't Say You Don't Remember","Beverly Bremers","1972"
"787","87","Sealed with a Kiss","Bobby Vinton","1972"
"788","88","I Saw the Light","Todd Rundgren","1972"
"789","89","Motorcycle Mama","Sailcat","1972"
"790","90","Day by Day","Original Cast of Godspell","1972"
"791","91","Roundabout","Yes","1972"
"792","92","Doctor My Eyes","Jackson Browne","1972"
"793","93","I'd Like to Teach the World to Sing (In Perfect Harmony)","The New Seekers","1972"
"794","94","Vincent","Don McLean","1972"
"795","95","Baby Let Me Take You (In My Arms)","The Detroit Emeralds","1972"
"796","96","Speak to the Sky","Rick Springfield","1972"
